NAME (groups),NAME,FACLNBR,PAYER (groups),Observation,Surgical,NICU,Stays,Days,YEAR
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level I,6,9,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level I,9,21,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,10,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,4,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level III,3,73,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level III,4,41,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level III,10,147,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level III,2,10,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,NICU Level III,5,16,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,Non-NICU,13,53,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,Non-NICU,14,39,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,Non-NICU,21,58,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,Non-NICU,7,12,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Non-Surgical,Non-NICU,9,32,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Surgical,Non-NICU,3,16,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Surgical,Non-NICU,2,5,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Surgical,Non-NICU,2,8,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,No Observation,Surgical,Non-NICU,1,4,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,Observation,Non-Surgical,Non-NICU,2,2,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,Observation,Non-Surgical,Non-NICU,1,1,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Non-Payment,Observation,Surgical,Non-NICU,1,1,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,NICU Level I,1,2,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,NICU Level III,1,0,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,NICU Level III,1,3,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,Non-NICU,1,1,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,Non-NICU,2,4,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,Non-NICU,2,7,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Other,No Observation,Non-Surgical,Non-NICU,1,4,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,1,7,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,1,5,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,1,2,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,73,177,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,49,125,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,47,117,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,49,124,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,42,98,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level I,22,51,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level II,3,12,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level II,2,7,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level II,4,21,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level II,3,15,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,11,119,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,16,126,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,12,69,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,9,55,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,2,8,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,NICU Level III,4,27,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,36,100,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,33,79,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,27,64,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,21,79,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,13,28,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Non-Surgical,Non-NICU,18,45,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,3,5,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,9,17,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,7,26,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,3,14,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,1,3,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,No Observation,Surgical,Non-NICU,1,4,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,ICU <1 Year Old,1,9,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,Non-NICU,1,2,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,Non-NICU,2,3,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Surgical,Non-NICU,1,1,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Self Pay,Observation,Surgical,Non-NICU,1,3,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,ICU <1 Year Old,1,5,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,10,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,5,13,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,6,16,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,7,16,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,9,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,5,12,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,1,3,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,1,3,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,3,74,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,5,17,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,4,8,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,4,6,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,1,2,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,6,21,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,10,25,2021
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,2,2,2017
Other,BROWARD HEALTH CORAL SPRINGS,110019,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,6,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,2,4,2016
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,3,2018
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,2,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,3,8,2020
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level III,1,5,2019
Other,BROWARD HEALTH CORAL SPRINGS,110019,Veterans Affairs,No Observation,Non-Surgical,NICU Level III,1,3,2020
Other,BROWARD HEALTH IMPERIAL POINT,100200,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,1,2018
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,2,4,2016
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,3,2017
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,1,2018
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,2,7,2019
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,2,2021
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Surgical,Non-NICU,1,3,2018
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Surgical,Non-NICU,1,7,2019
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,No Observation,Surgical,Non-NICU,1,10,2021
Other,BROWARD HEALTH NORTH,100086,Commercial Health Insurance,Observation,Surgical,Non-NICU,2,21,2018
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Non-Surgical,Non-NICU,2,11,2016
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Non-Surgical,Non-NICU,1,9,2017
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Non-Surgical,Non-NICU,4,3,2019
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Non-Surgical,Non-NICU,1,1,2020
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Non-Surgical,Non-NICU,3,15,2021
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Surgical,Non-NICU,2,7,2017
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Surgical,Non-NICU,2,15,2018
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Surgical,Non-NICU,3,20,2019
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Surgical,Non-NICU,2,8,2020
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,No Observation,Surgical,Non-NICU,1,6,2021
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,Observation,Non-Surgical,Non-NICU,1,1,2016
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,Observation,Non-Surgical,Non-NICU,1,20,2017
Other,BROWARD HEALTH NORTH,100086,Commercial Liability Coverage,Observation,Surgical,Non-NICU,1,23,2021
Other,BROWARD HEALTH NORTH,100086,Kidcare,No Observation,Non-Surgical,Non-NICU,1,2,2019
Other,BROWARD HEALTH NORTH,100086,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,1,4,2021
Other,BROWARD HEALTH NORTH,100086,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,1,1,2016
Other,BROWARD HEALTH NORTH,100086,Medicaid Fee-for-Service,No Observation,Surgical,Non-NICU,1,9,2017
Other,BROWARD HEALTH NORTH,100086,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,1,32,2017
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,3,6,2019
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,2,2,2020
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1,3,2021
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Surgical,Non-NICU,1,2,2016
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Surgical,Non-NICU,1,0,2017
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Surgical,Non-NICU,4,24,2018
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Surgical,Non-NICU,1,8,2020
Other,BROWARD HEALTH NORTH,100086,Medicaid Managed Care,No Observation,Surgical,Non-NICU,3,9,2021
Other,BROWARD HEALTH NORTH,100086,Non-Payment,No Observation,Surgical,Non-NICU,1,16,2018
Other,BROWARD HEALTH NORTH,100086,Non-Payment,No Observation,Surgical,Non-NICU,1,0,2019
Other,BROWARD HEALTH NORTH,100086,Non-Payment,No Observation,Surgical,Non-NICU,1,2,2021
Other,BROWARD HEALTH NORTH,100086,Self Pay,No Observation,Non-Surgical,Non-NICU,2,7,2018
Other,BROWARD HEALTH NORTH,100086,Self Pay,No Observation,Non-Surgical,Non-NICU,1,2,2019
Other,BROWARD HEALTH NORTH,100086,Self Pay,No Observation,Non-Surgical,Non-NICU,1,0,2020
Other,BROWARD HEALTH NORTH,100086,Self Pay,No Observation,Surgical,Non-NICU,1,5,2017
Other,BROWARD HEALTH NORTH,100086,Self Pay,No Observation,Surgical,Non-NICU,1,8,2018
Other,CALHOUN-LIBERTY HOSPITAL,100112,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,1,2,2016
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,2,2,2016
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1,1,2017
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1,1,2020
Other,CALHOUN-LIBERTY HOSPITAL,100112,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,78,177,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,106,242,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,61,132,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,73,164,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,65,139,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,106,222,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,12,17,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,14,27,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,17,38,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,25,38,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,26,53,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,22,46,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,2,5,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,1,1,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,No Observation,Surgical,Non-NICU,1,2,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,Observation,Non-Surgical,NICU Level III,1,0,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,Observation,Non-Surgical,NICU Level III,1,0,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,1,3,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,29,70,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,18,36,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,17,38,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,23,58,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,18,43,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,16,42,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,6,18,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,4,3,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,4,5,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,2,13,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,3,5,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,3,7,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Fee-for-Service,Observation,Non-Surgical,NICU Level I,1,2,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,138,326,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,144,370,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,112,290,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,74,178,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,84,211,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,73,170,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,18,36,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,20,44,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,24,39,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,21,44,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,16,25,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,13,44,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,8,21,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,2,6,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,4,11,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,No Observation,Surgical,Non-NICU,2,3,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,1,2,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,1,1,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,1,4,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,1,0,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,1,3,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,1,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,1,3,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level I,3,6,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,2,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,2,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,2,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,3,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,NICU Level III,1,3,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Non-Payment,No Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,2,4,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,1,2,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,3,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,0,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,21,55,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,12,32,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,10,25,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,16,31,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,10,29,2020
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level I,35,87,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level III,1,7,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level III,4,1,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level III,7,23,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level III,5,9,2019
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,NICU Level III,3,7,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,Non-NICU,1,2,2016
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,Non-NICU,1,2,2017
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,No Observation,Non-Surgical,Non-NICU,1,2,2018
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,Observation,Non-Surgical,NICU Level I,1,2,2021
Other,CAPE CANAVERAL HOSPITAL,100177,Self Pay,Observation,Non-Surgical,NICU Level III,1,2,2020
Other,CAPE CANAVERAL HOSPITAL,100177,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,11,26,2016
Other,CAPE CANAVERAL HOSPITAL,100177,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,8,17,2017
Other,CAPE CANAVERAL HOSPITAL,100177,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,8,23,2018
Other,CAPE CANAVERAL HOSPITAL,100177,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,7,15,2019
Other,CAPE CANAVERAL HOSPITAL,100177,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,14,26,2020
