Hospital,MDC,MSDRG,YEAR,IsGrandTotalRowTotal,CountSYS_RECID
"HEALTHPARK MEDICAL CENTER","MDC 10","643",2022,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 10","644",2022,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 10","627",2022,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 10","637",2022,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 10","643",2022,False,4
"ST JOSEPHS HOSPITAL","MDC 10","614",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 10","640",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 10","644",2020,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 10","643",2020,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","640",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 10","614",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 10","645",2020,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","643",2020,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 10","640",2020,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","644",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 10","645",2018,False,4
"ST JOSEPHS HOSPITAL","MDC 10","645",2018,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","642",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 10","638",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 10","614",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","637",2018,False,4
"TAMPA GENERAL HOSPITAL","MDC 10","638",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 10","643",2021,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 10","644",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 10","643",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","644",2017,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 10","643",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 10","644",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 10","643",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 10","627",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 10","621",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","645",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 10","643",2019,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 10","645",2019,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 10","644",2019,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","637",2019,False,4
"ADVENTHEALTH ORLANDO","MDC 10","645",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","645",2019,False,4
"TAMPA GENERAL HOSPITAL","MDC 10","638",2019,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 10","644",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 10","645",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","627",2019,False,4
"ST MARY'S MEDICAL CENTER","MDC 10","643",2019,False,4
"ST JOSEPHS HOSPITAL","MDC 10","642",2019,False,4
"ST JOSEPHS HOSPITAL","MDC 10","643",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 10","640",2020,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 10","644",2020,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 10","645",2020,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 10","630",2020,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 10","627",2020,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 10","642",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 10","645",2016,False,4
"HEALTHPARK MEDICAL CENTER","MDC 10","637",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 10","627",2016,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 10","645",2016,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 10","643",2019,False,4
"TAMPA GENERAL HOSPITAL","MDC 10","642",2019,False,4
"HEALTHPARK MEDICAL CENTER","MDC 10","644",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 10","645",2019,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","607",2021,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 09","602",2021,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","596",2021,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","604",2021,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 09","571",2021,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","572",2021,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","578",2021,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","580",2021,False,4
"ST MARY'S MEDICAL CENTER","MDC 09","580",2021,False,4
"HEALTHPARK MEDICAL CENTER","MDC 09","581",2021,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 09","572",2021,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","605",2022,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","580",2022,False,4
"ST MARY'S MEDICAL CENTER","MDC 09","578",2022,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","578",2022,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 09","572",2022,False,4
"ADVENTHEALTH ORLANDO","MDC 09","580",2022,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","607",2022,False,4
"ST JOSEPHS HOSPITAL","MDC 09","581",2022,False,4
"ADVENTHEALTH ORLANDO","MDC 09","602",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 09","601",2020,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","607",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","602",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 09","571",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 09","605",2018,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 09","601",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","605",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","604",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 09","580",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","577",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 09","580",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","572",2018,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","602",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","602",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 09","607",2021,False,4
"ST JOSEPHS HOSPITAL","MDC 09","605",2017,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","601",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 09","605",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","601",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","602",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 09","602",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","577",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 09","580",2017,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","572",2017,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","572",2017,False,4
"ST JOSEPHS HOSPITAL","MDC 09","571",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","580",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","602",2019,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","605",2019,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","580",2019,False,4
"HEALTHPARK MEDICAL CENTER","MDC 09","580",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 09","571",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 09","572",2019,False,4
"ADVENTHEALTH ORLANDO","MDC 09","580",2019,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 09","592",2017,False,4
"TAMPA GENERAL HOSPITAL","MDC 09","607",2020,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 09","605",2020,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","607",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 09","605",2020,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","596",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 09","580",2020,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 09","601",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","601",2016,False,4
"ST JOSEPHS HOSPITAL","MDC 09","571",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","602",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","579",2020,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 09","585",2020,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","604",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 09","607",2019,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","572",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 09","604",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 09","578",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","758",2021,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","759",2021,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","743",2021,False,4
"ADVENTHEALTH ORLANDO","MDC 13","742",2021,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","743",2021,False,4
"ADVENTHEALTH ORLANDO","MDC 13","758",2022,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","759",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 13","758",2022,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","760",2022,False,4
"ST JOSEPHS HOSPITAL","MDC 13","760",2022,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","758",2022,False,4
"HEALTHPARK MEDICAL CENTER","MDC 13","742",2022,False,4
"ADVENTHEALTH ORLANDO","MDC 13","760",2021,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","760",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","743",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 13","743",2021,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","743",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","759",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 13","743",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 13","761",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 13","761",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","760",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 13","743",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 13","742",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","746",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","742",2018,False,4
"ST JOSEPHS HOSPITAL","MDC 13","747",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","743",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","759",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","742",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","761",2017,False,4
"ST JOSEPHS HOSPITAL","MDC 13","758",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","760",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","759",2017,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","760",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 13","760",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 13","759",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 13","743",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","746",2017,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","742",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","743",2017,False,4
"HEALTHPARK MEDICAL CENTER","MDC 13","761",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","759",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","761",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","742",2019,False,4
"ST MARY'S MEDICAL CENTER","MDC 13","743",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 13","743",2019,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","743",2019,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","761",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 13","761",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","742",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 13","743",2017,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","758",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 13","742",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 13","742",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","743",2016,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 13","742",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","742",2016,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","742",2016,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","746",2016,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 13","760",2016,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","761",2019,False,4
"ADVENTHEALTH ORLANDO","MDC 13","759",2019,False,4
"ADVENTHEALTH ORLANDO","MDC 13","760",2019,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","742",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","747",2019,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 13","759",2016,False,4
"ADVENTHEALTH ORLANDO","MDC 13","759",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 13","747",2016,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 13","743",2016,False,4
"ADVENTHEALTH ORLANDO","MDC 13","747",2016,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 13","759",2017,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 13","742",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 21","916",2021,False,4
"ST JOSEPHS HOSPITAL","MDC 21","923",2021,False,4
"ADVENTHEALTH ORLANDO","MDC 21","921",2021,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","916",2021,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","919",2021,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 21","919",2021,False,4
"ADVENTHEALTH ORLANDO","MDC 21","907",2021,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","919",2021,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","921",2021,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","919",2021,False,4
"ADVENTHEALTH ORLANDO","MDC 21","909",2021,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 21","919",2022,False,4
"TAMPA GENERAL HOSPITAL","MDC 21","914",2022,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","923",2022,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","916",2022,False,4
"ST JOSEPHS HOSPITAL","MDC 21","919",2022,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","907",2022,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","907",2022,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","908",2022,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","909",2022,False,4
"ADVENTHEALTH ORLANDO","MDC 21","906",2022,False,4
"ADVENTHEALTH ORLANDO","MDC 21","920",2022,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","923",2020,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 21","917",2021,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","919",2020,False,4
"HEALTHPARK MEDICAL CENTER","MDC 21","914",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 21","908",2021,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","909",2020,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","916",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","921",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 21","920",2018,False,4
"ST MARY'S MEDICAL CENTER","MDC 21","920",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 21","922",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","914",2018,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","907",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","907",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","906",2018,False,4
"ST JOSEPHS HOSPITAL","MDC 21","909",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","905",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","907",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","906",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 21","922",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","922",2018,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","916",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","920",2018,False,4
"HEALTHPARK MEDICAL CENTER","MDC 21","916",2017,False,4
"ST JOSEPHS HOSPITAL","MDC 21","921",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","916",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 21","921",2017,False,4
"ST JOSEPHS HOSPITAL","MDC 21","920",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 21","920",2017,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 21","909",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 21","920",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","923",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","917",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 21","914",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","919",2017,False,4
"TAMPA GENERAL HOSPITAL","MDC 21","922",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","920",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 21","917",2017,False,4
"ST MARY'S MEDICAL CENTER","MDC 21","907",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 21","914",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","908",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","907",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 21","919",2019,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","919",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","919",2019,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","919",2019,False,4
"TAMPA GENERAL HOSPITAL","MDC 21","922",2019,False,4
"HEALTHPARK MEDICAL CENTER","MDC 21","908",2019,False,4
"ST JOSEPHS HOSPITAL","MDC 21","909",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","922",2019,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 21","922",2017,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","909",2017,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","919",2020,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","919",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 21","919",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","905",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","904",2020,False,4
"ADVENTHEALTH ORLANDO","MDC 21","921",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","921",2016,False,4
"HEALTHPARK MEDICAL CENTER","MDC 21","923",2016,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 21","920",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","920",2016,False,4
"TAMPA GENERAL HOSPITAL","MDC 21","906",2016,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 21","919",2016,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","914",2016,False,4
"HEALTHPARK MEDICAL CENTER","MDC 21","909",2016,False,4
"ST JOSEPHS HOSPITAL","MDC 21","908",2016,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 21","908",2016,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 21","922",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","917",2016,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 21","908",2016,False,4
"ST MARY'S MEDICAL CENTER","MDC 21","922",2016,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 21","907",2016,False,4
"ADVENTHEALTH ORLANDO","MDC 21","907",2016,False,4
"ADVENTHEALTH ORLANDO","MDC 21","920",2016,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","920",2016,False,4
"ST JOSEPHS HOSPITAL","MDC 21","922",2016,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","907",2016,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","698",2021,False,4
"HEALTHPARK MEDICAL CENTER","MDC 11","683",2021,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","700",2021,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","699",2021,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","694",2021,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","694",2021,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","682",2021,False,4
"HEALTHPARK MEDICAL CENTER","MDC 11","660",2021,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 11","660",2021,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","658",2021,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","698",2022,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 11","694",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","689",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","698",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","682",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","683",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","661",2022,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 11","674",2022,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 11","683",2022,False,4
"HEALTHPARK MEDICAL CENTER","MDC 11","660",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","683",2022,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","674",2022,False,4
"ST JOSEPHS HOSPITAL","MDC 11","689",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","700",2022,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","689",2022,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","700",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 11","660",2021,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","661",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","661",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 11","660",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 11","653",2020,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 11","657",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","652",2020,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","689",2020,False,4
"ST JOSEPHS HOSPITAL","MDC 11","684",2018,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 11","684",2018,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","683",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","683",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","696",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","699",2018,False,4
"BROWARD HEALTH MEDICAL CENTER","MDC 11","700",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 11","682",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 11","682",2018,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","660",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","682",2018,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 11","698",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","654",2018,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","654",2018,False,4
"WOLFSON CHILDREN'S HOSPITAL","MDC 11","660",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 11","694",2018,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","682",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 11","698",2018,False,4
"ADVENTHEALTH ORLANDO","MDC 11","689",2018,False,4
"ST JOSEPHS HOSPITAL","MDC 11","683",2018,False,4
"ARNOLD PALMER MEDICAL CENTER","MDC 11","654",2018,False,4
"ST MARY'S MEDICAL CENTER","MDC 11","660",2021,False,4
"UF HEALTH SHANDS HOSPITAL","MDC 11","684",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 11","684",2017,False,4
"JACKSON MEMORIAL HOSPITAL","MDC 11","694",2017,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","683",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 11","698",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 11","684",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 11","689",2017,False,4
"HEALTHPARK MEDICAL CENTER","MDC 11","689",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","683",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 11","652",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 11","655",2017,False,4
"ADVENTHEALTH ORLANDO","MDC 11","698",2017,False,4
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 11","664",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","694",2017,False,4
"ASCENSION SACRED HEART PENSACOLA","MDC 11","661",2017,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","698",2019,False,4
"ST JOSEPHS HOSPITAL","MDC 11","698",2019,False,4
"HEALTHPARK MEDICAL CENTER","MDC 11","694",2019,False,4
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 11","682",2019,False,4
"MEMORIAL REGIONAL HOSPITAL","MDC 11","698",2019,False,4
